genes	AML1	AML2	AML3	AML4	AML5	AML6	AML7	AML8	AML9	AML10	AML11	AML12	AML13	AML14	AML15	AML16	AML17	AML18	AML19	AML20	AML21	AML22	AML23	AML24	AML25	AML26
STX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.176147287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFEMP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.669174618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPRR2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.313648749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDY1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.819092212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FSBP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.681098508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAD54B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.681098508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDX31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.217098074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTGF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.343691748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC31B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.084441865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNTF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.167487926	NA	NA	NA	NA	NA	NA	NA	NA	NA
EDN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.223532452	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERVH-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.689115496	NA	NA	NA	NA	NA	NA	NA	NA	NA
C16orf71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.810289672	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNRF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.757165362	NA	NA	NA	NA	NA	NA	NA	NA	NA
LINC00950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.667351908	NA	NA	NA	NA	NA	NA	NA	NA	NA
INCENP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.199631071	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTPA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.954959694	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHCBP1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.009813882	NA	NA	NA	NA	NA	NA	NA	NA	NA
DKK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.484928592	NA	NA	NA	NA	NA	NA	NA	NA	NA
BTN2A3P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.122435033	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC100507630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.700976108	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.379386584	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC6A15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.661455191	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.702099517	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.702099517	NA	NA	NA	NA	NA	NA	NA	NA	NA
IFNW1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.079954051	NA	NA	NA	NA	NA	NA	NA	NA	NA
KLHL35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.267141311	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.382360655	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKAP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.464041724	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101929777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.755246185	NA	NA	NA	NA	NA	NA	NA	NA	NA
WNT3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.755246185	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC100506571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.411358917	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.147648307	NA	NA	NA	NA	NA	NA	NA	NA	NA
UPK1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.025038206	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC55338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.662331502	NA	NA	NA	NA	NA	NA	NA	NA	NA
GFM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.066179182	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101927792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.549757198	NA	NA	NA	NA	NA	NA	NA	NA	NA
B3GAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.241007754	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADARB2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.513319423	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENTPD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.43000909	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.353121628	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRIN2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.619399127	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADGRB3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.312270989	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSBG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.405471921	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEMA3D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.740290216	NA	NA	NA	NA	NA	NA	NA	NA	NA
GUCY1B3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.645007114	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNK5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.833202719	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDKL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.850860373	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANO3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.448133956	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRDM14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.225713669	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.803119407	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR2E3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.548858599	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFPL1S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.073936855	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFPL3S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.073936855	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIF25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.722320859	NA	NA	NA	NA	NA	NA	NA	NA	NA
BTBD7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.301079168	NA	NA	NA	NA	NA	NA	NA	NA	NA
TULP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.419873622	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR0B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.725976154	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRPC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.36234386	NA	NA	NA	NA	NA	NA	NA	NA	NA
KRT6C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.399447356	NA	NA	NA	NA	NA	NA	NA	NA	NA
KRT6B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.399447356	NA	NA	NA	NA	NA	NA	NA	NA	NA
KRT6A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.399447356	NA	NA	NA	NA	NA	NA	NA	NA	NA
FA2H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.372070107	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYF6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.30239147	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRM5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.496711781	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.320676253	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRPC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.439438153	NA	NA	NA	NA	NA	NA	NA	NA	NA
DLX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.40584415	NA	NA	NA	NA	NA	NA	NA	NA	NA
F13B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.98528318	NA	NA	NA	NA	NA	NA	NA	NA	NA
RRH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.87584829	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFNA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.996967311	NA	NA	NA	NA	NA	NA	NA	NA	NA
B3GNT3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.976940494	NA	NA	NA	NA	NA	NA	NA	NA	NA
XAGE1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.673167975	NA	NA	NA	NA	NA	NA	NA	NA	NA
XAGE1E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.673167975	NA	NA	NA	NA	NA	NA	NA	NA	NA
C8G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.401600408	NA	NA	NA	NA	NA	NA	NA	NA	NA
IQCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.586726857	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR11A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.66236037	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCB4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.766572365	NA	NA	NA	NA	NA	NA	NA	NA	NA
FTCD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.360888209	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGEF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07300328	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRPC5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.053564609	NA	NA	NA	NA	NA	NA	NA	NA	NA
POFUT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.221115371	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAV3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.376086179	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACNA1S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.723548738	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOS3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.103388759	NA	NA	NA	NA	NA	NA	NA	NA	NA
IFNA13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.512936332	NA	NA	NA	NA	NA	NA	NA	NA	NA
IFNA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.512936332	NA	NA	NA	NA	NA	NA	NA	NA	NA
HCRTR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.425439259	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCDHGA9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.571408726	NA	NA	NA	NA	NA	NA	NA	NA	NA
EML2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.378034535	NA	NA	NA	NA	NA	NA	NA	NA	NA
LARGE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.807773483	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.130357355	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDH12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.620877635	NA	NA	NA	NA	NA	NA	NA	NA	NA
CEMIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.769553661	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAPK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.041350289	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.470374256	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V0A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.379009766	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP2B7P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364830233	NA	NA	NA	NA	NA	NA	NA	NA	NA
BMP8A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.086977117	NA	NA	NA	NA	NA	NA	NA	NA	NA
INSL5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.47738512	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.827555595	NA	NA	NA	NA	NA	NA	NA	NA	NA
C9orf38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.250325858	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIST1H2AE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.767767687	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.50861945	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAGEA9B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.623203845	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAGEA9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.623203845	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSN1S1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.827563025	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCR10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.21277125	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEMA3G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07784453	NA	NA	NA	NA	NA	NA	NA	NA	NA
BPY2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.843214615	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRBV19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.653512887	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.610508236	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP4B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.160659227	NA	NA	NA	NA	NA	NA	NA	NA	NA
LHCGR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.050621479	NA	NA	NA	NA	NA	NA	NA	NA	NA
DKK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.660272381	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.897455083	NA	NA	NA	NA	NA	NA	NA	NA	NA
MDC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.798135326	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.754285097	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPBWR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.435508086	NA	NA	NA	NA	NA	NA	NA	NA	NA
NGLY1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.695307242	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIST1H1T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.634997437	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.668430637	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF185-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.513002251	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2orf83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.765910518	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYF5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.925278457	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMPRSS5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.488038905	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEX14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.690221076	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.39040991	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERPINA10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.369602657	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIR-FIGF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.435729741	NA	NA	NA	NA	NA	NA	NA	NA	NA
FIGF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.435729741	NA	NA	NA	NA	NA	NA	NA	NA	NA
LYL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.055728654	NA	NA	NA	NA	NA	NA	NA	NA	NA
B3GALT5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.847698484	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRO2964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.917085398	NA	NA	NA	NA	NA	NA	NA	NA	NA
LMO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.842953768	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLI1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.383672133	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAAH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.476093677	NA	NA	NA	NA	NA	NA	NA	NA	NA
TNPO2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.42301416	NA	NA	NA	NA	NA	NA	NA	NA	NA
TOX3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.470533156	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.555706063	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDX25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.281651465	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM27B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.844528166	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM27C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.844528166	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRPC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.721149446	NA	NA	NA	NA	NA	NA	NA	NA	NA
LGALS14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.483598942	NA	NA	NA	NA	NA	NA	NA	NA	NA
LCN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.171612239	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC17A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.843092194	NA	NA	NA	NA	NA	NA	NA	NA	NA
FGG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.119007083	NA	NA	NA	NA	NA	NA	NA	NA	NA
RBPJL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73854493	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCR8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.612978997	NA	NA	NA	NA	NA	NA	NA	NA	NA
INE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.457540415	NA	NA	NA	NA	NA	NA	NA	NA	NA
C17orf97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.9317575	NA	NA	NA	NA	NA	NA	NA	NA
BORCS7-ASMT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.854460417	NA	NA	NA	NA	NA	NA	NA	NA
AS3MT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.854460417	NA	NA	NA	NA	NA	NA	NA	NA
TMEM8A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.516372639	NA	NA	NA	NA	NA	NA	NA	NA
FAM26E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.641208056	NA	NA	NA	NA	NA	NA	NA	NA
POMC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.435106806	NA	NA	NA	NA	NA	NA	NA	NA
INPP5A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.480503333	NA	NA	NA	NA	NA	NA	NA	NA
